run_id,metrics_file,results_dir,experiment_name,llm_provider,llm_model,model_label,context,model_family,timing_seconds,extra_columns_count,slurm_job_id,timestamp_utc,hostname,beaker_port,mode,log_stdout,log_stderr,bdikit_llm_instance_matching,bdikit_llm_schema_matching,column_mapping_accuracy,column_mapping_precision_excl_null,column_mapping_recall,avg_value_accuracy_excl_empty,avg_value_accuracy_incl_empty,avg_value_f1_excl_empty,avg_value_f1_incl_empty,avg_hallucination_rate,avg_omission_rate,display_label,config_path,prompts_base_dir,system_prompt_dir,react_prelude,code_context_prompt,codeact_prompt,codeact_summary_template,tool_prompts_dir,full_prompt_composition_file,prompt_hash_system_message,prompt_hash_auto_context,uses_custom_prompts,has_custom_prelude
9a482697,/hpc/compgen/projects/llm_GEO_project/harmonia_metadata_agent/analysis/dstoker/harmonia/results/dou_harmonization_bdikit-tools_gemini-3-flash-preview_20260302_151307_9a482697/metrics.json,/hpc/compgen/projects/llm_GEO_project/harmonia_metadata_agent/analysis/dstoker/harmonia/results/dou_harmonization_bdikit-tools_gemini-3-flash-preview_20260302_151307_9a482697,dou_harmonization_bdikit-tools_gemini-3-flash-preview,anyllm:openrouter,google/gemini-3-flash-preview,google/gemini-3-flash-preview,bdikit_context,frontier,,0,47436639,2026-03-02T15:12:46Z,n0104.manage.hpc,8139,automated,logs/dou_harmonization_bdikit-tools_gemini-3-flash-preview_47436639_9a482697.out,logs/dou_harmonization_bdikit-tools_gemini-3-flash-preview_47436639_9a482697.err,google/gemini-3-flash-preview,google/gemini-3-flash-preview,1.0,1.0,1.0,0.8862061141472907,0.8872377622377623,0.8991530208921513,0.8876831659528225,0.023601398601398604,0.0008741258741258741,google/gemini-3-flash-preview | bdikit_context,/hpc/compgen/projects/llm_GEO_project/harmonia_metadata_agent/analysis/dstoker/harmonia/experiments/experiment_1_harmonia_dou2020_gdc/configs/automated/dou_harmonization_bdikit-tools_gemini-3-flash-preview.yaml,,,,,,,,/hpc/compgen/projects/llm_GEO_project/harmonia_metadata_agent/analysis/dstoker/harmonia/results/dou_harmonization_bdikit-tools_gemini-3-flash-preview_47436639_9a482697/full_prompt_composition.json,2528852cd824b504,5b92aeb71206d383,True,False
495062d5,/hpc/compgen/projects/llm_GEO_project/harmonia_metadata_agent/analysis/dstoker/harmonia/results/dou_harmonization_codeact_gemini-3-flash-preview_20260302_151321_495062d5/metrics.json,/hpc/compgen/projects/llm_GEO_project/harmonia_metadata_agent/analysis/dstoker/harmonia/results/dou_harmonization_codeact_gemini-3-flash-preview_20260302_151321_495062d5,dou_harmonization_codeact_gemini-3-flash-preview,anyllm:openrouter,google/gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,frontier,,3,47436638,2026-03-02T15:12:46Z,n0065.manage.hpc,8138,automated,logs/dou_harmonization_codeact_gemini-3-flash-preview_47436638_495062d5.out,logs/dou_harmonization_codeact_gemini-3-flash-preview_47436638_495062d5.err,google/gemini-3-flash-preview,google/gemini-3-flash-preview,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.3156089193825043,0.3156089193825043,0.1930484290332364,0.12631150663359902,0.09262435677530018,0.0,google/gemini-3-flash-preview | codeact_context,/hpc/compgen/projects/llm_GEO_project/harmonia_metadata_agent/analysis/dstoker/harmonia/experiments/experiment_1_harmonia_dou2020_gdc/configs/automated/dou_harmonization_codeact_gemini-3-flash-preview.yaml,,,,,,,,,,,,
