run_id,experiment_name,model_label,context,column_name,source_column_name,accuracy_incl_empty,precision_macro_incl_empty,recall_macro_incl_empty,f1_macro_incl_empty,accuracy_excl_empty,precision_macro_excl_empty,recall_macro_excl_empty,f1_macro_excl_empty,hallucination_rate,omission_rate,hallucination_count,omission_count,empty_empty_count,error_total,error_whitespace_only,error_case_only,error_whitespace_and_case,error_genuine,display_label,model_family
8620ee84,dou_harmonization_codeact_claude-sonnet-4.6,anthropic/claude-sonnet-4.6,codeact_context,race,Race,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,41,0,0,0,0,0,anthropic/claude-sonnet-4.6 | codeact_context,frontier
8620ee84,dou_harmonization_codeact_claude-sonnet-4.6,anthropic/claude-sonnet-4.6,codeact_context,ethnicity,Ethnicity,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,41,0,0,0,0,0,anthropic/claude-sonnet-4.6 | codeact_context,frontier
8620ee84,dou_harmonization_codeact_claude-sonnet-4.6,anthropic/claude-sonnet-4.6,codeact_context,gender,Gender,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,anthropic/claude-sonnet-4.6 | codeact_context,frontier
8620ee84,dou_harmonization_codeact_claude-sonnet-4.6,anthropic/claude-sonnet-4.6,codeact_context,tumor_focality,Tumor_Focality,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,3,0,0,0,0,0,anthropic/claude-sonnet-4.6 | codeact_context,frontier
8620ee84,dou_harmonization_codeact_claude-sonnet-4.6,anthropic/claude-sonnet-4.6,codeact_context,tumor_largest_dimension_diameter,Tumor_Size_cm,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,4,0,0,0,0,0,anthropic/claude-sonnet-4.6 | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,country_of_birth,Country,0.3018867924528302,0.1839080459770115,0.21333333333333335,0.19753086419753088,0.3018867924528302,0.27586206896551724,0.32,0.29629629629629634,0.5283018867924528,0.0,28,0,0,9,0,0,0,9,google/gemini-3-flash-preview | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,tumor_grade,Histologic_Grade_FIGO,0.3584905660377358,0.19276094276094274,0.23721227621483376,0.21256410256410257,0.3584905660377358,0.2570145903479237,0.31628303495311166,0.28341880341880343,0.18867924528301888,0.0,10,0,0,24,0,0,0,24,google/gemini-3-flash-preview | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,primary_diagnosis,Histologic_type,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53,0,0,0,53,google/gemini-3-flash-preview | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,figo_stage,FIGO_stage,0.4528301886792453,0.10866013071895425,0.1109375,0.10964912280701755,0.4528301886792453,0.12418300653594772,0.12678571428571428,0.12531328320802007,0.03773584905660377,0.0,2,0,0,27,0,0,0,27,google/gemini-3-flash-preview | codeact_context,frontier
495062d5,dou_harmonization_codeact_gemini-3-flash-preview,google/gemini-3-flash-preview,codeact_context,bmi,BMI,0.05660377358490566,0.04918032786885246,0.04918032786885246,0.04918032786885246,0.05660377358490566,0.05,0.05,0.05,0.03773584905660377,0.0,2,0,0,48,0,0,0,48,google/gemini-3-flash-preview | codeact_context,frontier
